raw_normalized,exemplo_bruto,qtd_instalacoes,soma_kw,pct_do_total_kw,correcao_marca
W M LAUDISIO JUNIOR ME,W M Laudisio Junior ME,1712,27076.75,0.05364602455134279,
SOLPLANET,164 - SOLPLANET,2658,20704.43,0.0410208152788484,
ORION FOTOVOLTAICA IMPORTACAO E EXPORTACAO LTDA,138 - ORION FOTOVOLTAICA IMPORTAÇÃO E EXPORTAÇÃO LTDA,1040,19204.03,0.03804813594189567,
SOLARGIGA,189 - SOLARGIGA,2364,18841.0,0.037328879890380105,
SOLARIS,Solaris,87,18476.05,0.03660581982371728,
JETION SOLAR,JETION SOLAR,2275,18373.26,0.03640216632528662,
JH SOLAR,JH SOLAR,2116,18128.63,0.035917491207852106,
TOPSOLA,200 - TOPSOLA,1551,18079.51,0.035820171820334694,
JETION,JETION,2203,17820.53,0.03530706565219019,
VERTEX,VERTEX,650,17391.54,0.03445712583030313,
SOFAR SOLAR,SOFAR SOLAR,2297,16539.3,0.032768618606812995,
NPLUS,NPLUS,2079,16511.93,0.03271439157838565,
T SUN,T SUN,2146,16002.61,0.03170529731025931,
GOODWE,100 - GOODWE,1827,15730.31,0.03116580078703068,
HOYMILES,HOYMILES,2383,15039.62,0.0297973657755405,
5G ENERGIA,5G ENERGIA,300,14318.35,0.02836834389779863,
SIRIUS,Sirius,1314,13646.0,0.027036245155996338,
QUALITY,QUALITY,839,13465.91,0.02667944042273066,
SCHUTTEN,SCHUTTEN,1241,13401.5,0.026551827602087415,
DHN 72X16 DG 585W,DHN-72X16/DG-585W,588,13274.43,0.026300069162107025,
WDC SOLAR,WDC SOLAR,1265,12968.61,0.025694160874432482,
RENE SOLAR,RENE SOLAR,1346,12946.77,0.025650890202132397,
WDC,WDC,1352,12636.56,0.025036284192324273,
SUNPRO,SUNPRO,1969,12511.14,0.024787794827861056,
AE SOLAR BRASIL COMERC IMPORT EXPORT E SERV EM ENERGIA ALTERNATIVA LTDA,299 - AE SOLAR BRASIL COMERC. IMPORT. EXPORT. E SERV. EM ENERGIA ALTERNATIVA LTDA,1111,12223.48,0.02421786618345435,
TALLMAX,TALLMAX,571,12201.67,0.024174654948890942,
JCL,JCL,463,12186.1,0.02414380676355613,
ET SOLAR,ET Solar ,1279,12172.01,0.02411589083989733,
DYA ENERGIA SOLAR,Dya Energia Solar ,615,12168.05,0.024108045058656102,
SOLARNPLUS,SOLARNPLUS,806,11356.4,0.022499957092888524,
SINE,SINE,1015,11084.94,0.021962124826286823,
FRONIUS,FRONIUS,786,11076.0,0.021944412380757394,
HONORSOLAR,HONORSOLAR,1285,10835.89,0.021468692548982052,
SUNPOWER,Sunpower ,1063,10831.66,0.021460311828110746,
TOPCON,TOPCON,1237,10773.56,0.02134520074474834,
AMOSOLAR,AMOSOLAR,922,10655.08,0.02111046131003616,
BELENERGY ENERGIA SOLAR,BELENERGY ENERGIA SOLAR,1231,10569.44,0.02094078638440524,
SOLARMAXX,SOLARMAXX,1690,10495.16,0.02079361854839561,
VOLTIX,VOLTIX,1322,10459.31,0.02072259045306786,
HT SOLAR,HT SOLAR,919,10324.2,0.020454902699658314,
SOFAR,SOFAR,1262,9953.2,0.019719856022765846,
AESOLAR,AESOLAR,904,9943.53,0.0197006972589773,
QXPV,QXPV,699,9518.57,0.018858741906383703,
CONSORT,CONSORT,1045,9449.68,0.01872225305039685,
SUNX,SUNX,918,9207.69,0.01824280845378982,
J SOLAR,J£ SOLAR,956,9189.13,0.018206036307366304,
FOXESS,FoxESS,1176,9167.69,0.018163558138221902,
EGING PV,EGING PV,1060,9044.46,0.017919407728536025,
TELESUN,TELESUN,971,8914.7,0.01766231970483369,
HAITAI,HAITAI,160,8868.72,0.017571221467088362,
SOLAR NPLUS,SOLAR NPLUS,1154,8770.68,0.01737697894363139,
AMRISOLAR NEW,265 - AMRISOLAR NEW,712,8704.95,0.017246750862574406,
JAM,JAM,624,8650.29,0.017138455306350837,
HALF CELL,HALF CELL,1060,8574.57,0.016988434458980763,
RIO SOLAR,RIO SOLAR,1002,8449.52,0.016740678159936552,
TRINA SOLAR BRASIL,TRINA Solar Brasil,756,8242.18,0.01632988414919023,
JAM72D30 540MB,920 - JAM72D30-540MB,40,8187.86,0.016222262220648993,
JA SOLAR JA SOLAR,JA SOLAR | JA SOLAR,40,7944.3,0.015739707049155918,
PANEL SOLAR,Panel Solar,594,7907.15,0.01566610331857221,
RISENSOLAR,RisenSolar,421,7628.11,0.015113253117170393,
SUNPRO POWER,SUNPRO POWER,867,7611.95,0.015081235989680954,
ASTROSEMI,ASTROSEMI,313,7575.94,0.01500989089309093,
SUNKET,179 - SUNKET,899,7447.32,0.014755061503382282,
NAO INF,NÃO INF,8,7430.98,0.014722687749472784,
J A SOLAR,J A SOLAR,633,7422.32,0.01470553005615233,
PAINEL NAO IDENTIFICADO,PAINEL NAO IDENTIFICADO,979,7416.41,0.014693820822027172,
SCHUTTEN SOLAR,SCHUTTEN SOLAR,792,6983.94,0.013836986222685697,
AKCOME,AKCOME,658,6894.4,0.013659584391286908,
APSYSTEMS,APSYSTEMS,1142,6887.99,0.013646884528217149,
SUNEDISON,SunEdison ,753,6847.53,0.013566722834020196,
SINOSOLA,SINOSOLA,666,6839.5,0.013550813333169934,
SOLAR,SOLAR,676,6770.62,0.013414344289761973,
BRASIL SOLAIR,Brasil Solair ,467,6766.25,0.01340568619278618,
PROJETOS PAINEIS,120 - PROJETOS PAINEIS,1019,6622.75,0.013121375685686262,
BLUESUN,BLUESUN,745,6594.6,0.013065603276105339,
QUALITY SOLAR,QUALITY SOLAR,390,6585.51,0.013047593641892527,
SUNOVASOLAR,SUNOVASOLAR,597,6559.9400000000005,0.012996932877665734,
CANANDIAN,CANANDIAN,187,6557.89,0.012992871298992879,
RENAC,RENAC |,709,6439.9,0.012759102680646402,
ODEX SOLAR,ODEX SOLAR,987,6431.67,0.012742796928218303,
HY SOLAR,HY SOLAR,772,6230.87,0.012344960344067336,
SHENZHEN,Shenzhen,284,6229.13,0.012341512955340132,
BOLD ENERGY,BOLD ENERGY,566,6221.82,0.012327029960170096,
EGING,EGING ,618,6149.8,0.012184339766990052,
ZSHINE SOLAR,ZSHINE SOLAR,360,6091.42,0.012068673931418672,
CONSORT SOLAR,CONSORT SOLAR,748,6077.37,0.01204083725807544,
QNSOLAR,QNSOLAR,512,5926.54,0.011742004130647701,
TOPTEC,TOPTEC,635,5883.31,0.01165635435209767,
PHB,PHB,742,5783.07,0.011457753061284458,
SOLAR MAXX,199 - SOLAR MAXX,917,5750.04,0.011392312113204248,
CS7N 650 MB AG,1047 - CS7N-650-MB-AG,5,5700.0,0.011293169968428779,
LIVOLTEK,LIVOLTEK,903,5442.26,0.010782520560066879,
ALDO,Aldo,370,5300.39,0.010501439503326354,
ABB,ABB,291,5296.97,0.010494663601345296,
HUANSHENG,HUANSHENG,770,5275.77,0.0104526609340943,
DHA,DHA,613,5143.87,0.010191333018509077,
MULTIWAY,MULTIWAY,30,5107.97,0.010120205860286868,
ASTRO ENERGY,ASTRO ENERGY,524,5084.41,0.010073527424417363,
SOLAR PLUS,SOLAR PLUS,643,5076.91,0.010058667990248377,
ON GRID ENERGY,306 - ON-GRID ENERGY,393,5071.26,0.01004747388317441,
UPSOLAR,UPSOLAR,193,5064.25,0.01003358526537113,
SAEE HT,SAEE HT,1,5000.0,0.009906289445990157,
6480,6480,1,5000.0,0.009906289445990157,
ZNSHAINESOLAR,ZNSHAINESOLAR,5,5000.0,0.009906289445990157,
RSM144 6 350P,RSM144-6-350P,1,5000.0,0.009906289445990157,
VERIFICAR,Verificar,3,5000.0,0.009906289445990157,
VIOLIN,VIOLIN,1,5000.0,0.009906289445990157,
RIZEN,RIZEN,245,4870.86,0.009650429802179122,
BST4,153 - BST4,540,4841.97,0.009593191261760193,
CSUN,78 - CSUN,371,4827.37,0.0095642648965779,
AMERICASOLAR,AMERICASOLAR,86,4767.55,0.009445746049646073,
PERLIGHT SOLAR,PERLIGHT SOLAR,237,4701.39,0.009314666027696733,
TALL MAX,TALL MAX,17,4665.900000000001,0.009244351185209096,
CANADIA SOLAR,CANADIA SOLAR,131,4650.02,0.00921288880992863,
TRINA VERTEX,TRINA VERTEX,320,4629.12,0.00917148052004439,
PERLIGHT,PERLIGHT,398,4621.89,0.00915715602550549,
BDL COMERCIAL IMPORTADORA EXPOTADORA LTDA,49 - BDL COMERCIAL IMPORTADORA EXPOTADORA LTDA,531,4604.18,0.009122067948287791,
TRINA SOLAR ENERGY CO,Trina Solar Energy CO,182,4526.67,0.008968500649296053,
ENGING PV,ENGING PV,7,4508.05,0.008931609627399185,
DHA SOLAR,DHA SOLAR,453,4449.54,0.008815686228302208,
LEDVANCE,217 - LEDVANCE,601,4444.02,0.008804749684753836,
BELLENERGY,BELLENERGY,557,4415.89,0.008749016900330694,
X POWER,160 - X POWER,586,4345.39,0.008609338219142233,
IMPERIUM,IMPERIUM,555,4284.14,0.008487986173428854,
LEAPTONSOLAR,LEAPTONSOLAR|,444,4227.29,0.008375351662427945,
SUNENERGY,SUNENERGY,406,4219.6,0.008360115789260013,
TS605S8E 132GANT,TS605S8E-132GANT,613,4199.04,0.0083193811270581,
SOPRANO,154 - SOPRANO,605,4193.62,0.008308642709298647,
RISEM,RISEM,414,4189.37,0.008300222363269556,
AEG,AEG,272,4138.01,0.008198464958080347,
RENOVIGI COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENEGIA LTDA,305 - RENOVIGI COMÉRCIO DE EQUIPAMENTOS PARA GERAÇÃO DE ENEGIA LTDA,387,4054.6,0.008033208237542338,
ASTRO,ASTRO,439,4052.25,0.008028552281502723,
CTC COMERCIO IMPORTACAO E EXPORTACAO,69 - CTC COMERCIO IMPORTAÇÃO E EXPORTAÇÃO,454,3998.88,0.007922812547956223,
ZSHINE,ZSHINE,449,3996.02,0.007917146150393118,
KYOSERVICE,Kyoservice,28,3950.55,0.007827058354171282,
ASTRO NOVA,ASTRO NOVA,9,3862.0,0.0076516179680827965,
A SOLAR,A SOLAR,58,3835.12,0.007598361756021154,
TRINA SOLAR ENERGY,TRINA SOLAR ENERGY,180,3808.87,0.007546353736429706,
JHSOLAR,207 - JHSOLAR,423,3739.35,0.007408616687972659,
CANDIAN SOLAR,CANDIAN SOLAR,199,3712.77,0.0073559548532777744,
DHN 72X16 585W,2036 - DHN-72X16 585W,550,3698.84,0.007328355930881246,
TSM 510DE18M II,TSM-510DE18M(II),588,3664.7,0.007260715786544024,
RISE,RISE,71,3663.95,0.007259229843127126,
JAM72S30 550 MR,JAM72S30 550/MR,297,3641.96,0.007215661982143662,
SUNNOVA,SUNNOVA,286,3625.9,0.007183842980443143,
JIANGSU GOODWE,JIANGSU GOODWE -,113,3622.25,0.007176611389147568,
QCELL,QCELL,311,3594.16,0.007120957855039996,
QUALITYSOLAR,QUALITYSOLAR,18,3573.4,0.007079826941260245,
VERTYS,VERTYS,530,3548.07,0.007029641678926859,
SEVENIA INOVACAO EM ENERGIA LTDA,166 - SEVENIA INOVAÇÃO EM ENERGIA LTDA,328,3538.11,0.007009908350350447,
VSUN SOLAR,VSUN SOLAR,386,3521.65,0.006977296845494247,
CANANDIAN SOLAR,CANANDIAN SOLAR,248,3496.36,0.006927190833476429,
SOLAR JA,SOLAR JÁ,457,3423.81,0.006783450573615112,
JAH SOLAR,JAH SOLAR,221,3394.62,0.006725617655829421,
GLC,GLC,204,3387.98,0.006712462103445146,
AUSENTE,AUSENTE,82,3372.34,0.00668147523005809,
UNDEFINED,undefined,42,3311.34,0.006560618498817009,
CHINT ASTRONERGY,CHINT ASTRONERGY,291,3266.89,0.006472551585642156,
Q POWER,Q POWER,239,3246.31,0.006431777298282462,
BLUESUN SOLAR,BLUESUN SOLAR,384,3157.26,0.006255346283249376,
HAITAI SOLAR,HAITAI SOLAR,58,3148.7000000000003,0.006238386715717842,
RISEN LONGI,RISEN | LONGI,25,3123.74,0.006188934518803457,
HONO SOLAR,HONO SOLAR,379,3111.57,0.006164822610291919,
N PLUS,N PLUS,416,3051.78,0.0060463632010967685,
RENOSOLA,RENOSOLA,344,3037.71,0.006018486902595752,
CANDIAN,CANDIAN,149,3023.21,0.00598975866320238,
JAYU,JAYU,358,3008.56,0.005960733235125629,
SG125HV,SG125HV,3,3000.0,0.005943773667594094,
SOLUXTEC,soluxtec,151,2961.35,0.005867198050176589,
SHENZEN SOFAR,SHENZEN SOFAR,413,2872.68,0.0056915199131414,
LEPTON,LEPTON,338,2865.93,0.005678146422389314,
SOLAR SPACE,224 - SOLAR SPACE,357,2837.34,0.0056215022593371425,
BLUE SOL COMERCIAL IMPORTADORA ESPORTADORA LTDA,52 - BLUE SOL COMERCIAL IMPORTADORA ESPORTADORA LTDA,370,2815.92,0.0055790637153505206,
HUNERSUN,HUNERSUN,357,2793.17,0.005533990098371265,
TSM472H N 570,TSM472H-N-570,306,2786.27,0.0055203194189357985,
JCL SOLAR,JCL SOLAR,8,2753.0,0.00545440296896218,
TS570S8B 144NT,TS570S8B-144NT,317,2750.61,0.005449667762606997,
BELENERGY SOLAR,BELENERGY SOLAR,259,2739.38,0.005427418236511303,
AMERI SOLAR,AMERI SOLAR,339,2735.0099999999998,0.005418760139535507,
CHG ENSOL,CHG ENSOL,385,2729.32,0.005407486782145971,
SUNERGY ELGIN,Sunergy-Elgin,166,2720.46,0.005389932837247676,
DHN 66Z16 DG 610W,DHN-66Z16-DG-610W,305,2689.08,0.005327760964684642,
BOLD,BOLD,287,2687.64,0.005324907953324196,
TRINA TALLMAX,TRINA TALLMAX,132,2686.03,0.0053217181281225885,
SOLARSPACE,SOLARSPACE,389,2676.29,0.005302420676281799,
TECH POWER,196 - TECH POWER,368,2667.66,0.005285322420698019,
GINLONG,GINLONG,71,2657.05,0.00526430127449363,
ODA,ODA,289,2654.83,0.0052599028819796095,
HT,HT,218,2636.79,0.005224160989658477,
QUALYCARE TECHNICAL SERVICE EIRELI ME,149 - QUALYCARE TECHNICAL SERVICE EIRELI-ME,210,2623.82,0.0051984640748355794,
DHM SOLAR,DHM SOLAR,359,2622.19,0.005195234624476186,
ZY700G12HNHB 132,ZY700G12HNHB-132,300,2578.6,0.005108871593086044,
JAYU SOLAR,130 - JAYU SOLAR,363,2568.98,0.005089811892191959,
HERSHEY POWER,Hershey Power,98,2533.75,0.005020012176755512,
CANNADIAN,CANNADIAN,394,2521.13,0.004995008702193833,
SOLARGIGA ENERGY,SOLARGIGA ENERGY,305,2506.8,0.004966617276641625,
RSM132 8 655BMDG,1371 - RSM132-8-655BMDG,3,2498.0,0.004949182207216682,
TSUM,TSUM,242,2494.38,0.004942010053657785,
RSM132 8 695BHDG,2314 - RSM132-8-695BHDG,15,2471.16,0.004896005245470607,
ODA585 36V MH,ODA585-36V-MH,271,2467.94,0.004889625595067389,
N TYPE,N-TYPE,305,2459.28,0.004872467901746935,
EXIOM,EXIOM,296,2455.51,0.0048649985595046585,
PLACAS,PLACAS,259,2453.39,0.004860798292779558,
WPV 550 HMM3,WPV 550 HMM3,218,2385.45,0.004726191631787444,
DHM 72X10 555W,DHM-72X10 555W,359,2376.26,0.004707983871785715,
RENE SOLA,RENE SOLA,142,2364.73,0.004685139968323261,
ODA570 36V MH,ODA570-36V-MH,322,2355.76,0.004667368085057155,
TSUNPOWER,TSUNPOWER,306,2339.98,0.00463610383556561,
SS 585 72MDH T,SS-585-72MDH(T),231,2319.31,0.004595151234995886,
TRINA SOLAR VERTEX,TRINA SOLAR VERTEX,316,2310.93,0.004578548293884406,
SHANGHAI AEROSPACE,SHANGHAI AEROSPACE,2,2309.37,0.004575457531577257,
JHSHARK,JHSHARK,245,2299.0099999999998,0.004554931699845165,
DEMEGC,DEMEGC,211,2270.92,0.004499278165737594,
AUSTA,AUSTA,230,2260.88,0.004479386336530045,
PEIMAR,PEIMAR,309,2253.3,0.004464368401729924,
HANWHA SOLAR,Hanwha Solar ,378,2252.07,0.004461931454526211,
JNG SOLAR,JNG SOLAR,304,2244.48,0.004446893707147197,
HYPONTECH,HYPONTECH,317,2232.18,0.004422524235110061,
BST,BST,290,2163.89,0.004287224133856727,
DHN 72R18 FS 610W,DHN-72R18/FS-610W,251,2163.1,0.004285658940124261,
RAYTECH,RAYTECH,234,2156.74,0.004273058139948961,
2146826246,-2146826246,1,2146.82,0.004253404061688118,
TOPSOLAR,TOPSOLAR,158,2134.2599999999998,0.00422851946259979,
HALF CELL ALDO,HALF CELL - Aldo,191,2131.36,0.004222773814721116,
A ZACK,A-ZACK,269,2125.78,0.004211718395699391,
RENE PV,RENE PV,223,2123.23,0.004206666188081936,
HIKU CS3W 405P,HiKu CS3W-405P,3,2119.65,0.004199573284838607,
CANARDIAN SOLAR,canardian/solar,162,2109.99,0.004180434333628954,
CGL,CGL,133,2103.08,0.004166743841614595,
JA SOLAR HOLDINGS CO,JA Solar Holdings Co.,19,2100.47,0.004161572758523788,
NEOSOLAR,NEOSOLAR,117,2092.62,0.004146019884093584,
QXPV SOLAR,QXPV SOLAR,213,2080.26,0.004121531536583097,
SERAPHIN,SERAPHIN,102,2064.0,0.004089316283304736,
AE SOLAR ALTERNATIVE ENERGY,AE SOLAR ALTERNATIVE ENERGY,291,2049.2599999999998,0.004060112542017957,
HY M10 144H 570W,HY-M10/144H-570W,232,2042.3,0.004046322987109139,
TSM590M DE18M,TSM590M-DE18M,1,2000.0,0.003962515778396063,
NANSEN,Nansen,291,1990.38,0.003943456077501978,
Q CELIS,Q CELIS,171,1984.54,0.003931885531429061,
NAO ENCONTRADO,não encontrado,89,1971.98,0.003907000932340734,
A E SOLAR,A E Solar,98,1963.23,0.003889664925810251,
ZN SHINE SOLAR,ZN SHINE SOLAR,251,1947.01,0.003857528922847459,
PTP IMPORTACAO E EXPORTACAO LTDA,145 - PTP IMPORTAÇÃO E EXPORTAÇÃO LTDA,133,1939.22,0.003842094923890606,
Q CELLS SOLAR ENERGY,257 - Q CELLS SOLAR ENERGY,57,1905.74,0.0037757624097602563,
RM 570W 182M 144TB,RM-570W-182M/144TB,222,1899.36,0.0037631219844271725,
SKY SOLLARIS,SKY SOLLARIS,61,1899.06,0.0037625276070604135,
TRINA SOLAR TRINA SOLAR,TRINA SOLAR TRINA SOLAR,80,1895.8899999999999,0.0037562470195516553,
ROMNA,ROMNA,219,1879.46,0.003723694952432132,
ZY570M10NHB 144,ZY570M10NHB-144,241,1869.47,0.003703902186119044,
SUPRO POWER,SUPRO POWER,55,1867.8700000000001,0.003700732173496327,
HJT,HJT,191,1857.6299999999999,0.003680444092710939,
CANADIA,Canadia,74,1853.84,0.003672935125310878,
CANADIAN JINKO,CANADIAN / JINKO,88,1849.3700000000001,0.0036640789025461635,
JYNKO,JYNKO,203,1843.69,0.0036528253577355185,
UNIVERSUN,UNIVERSUN,242,1813.73,0.0035934668713751452,
JA JAM,JÁ JAM,183,1807.82,0.003581757637249985,
FOX ESS,FOX ESS,267,1805.68,0.0035775177453671015,
GENERICO,GENÉRICO,29,1804.23,0.003574644921427764,
GROWAT,GROWAT,274,1800.29,0.0035668387653443236,
RUNDA SOLAR,RUNDA SOLAR,209,1799.6299999999999,0.0035655311351374527,
JA SOALR,JA SOALR,72,1771.43,0.0035096596626620685,
BISTAR,BISTAR,143,1764.63,0.0034961871090155223,
FORTLEV SOLAR,FORTLEV SOLAR,259,1760.6299999999999,0.0034882620774587293,
TRINA SOLAR LIMITED,TRINA SOLAR LIMITED,37,1745.52,0.0034583252707529473,
ASTRONER GY,ASTRONER GY,93,1743.89,0.0034550958203935548,
SS 610 66MDH G11 T,SS-610-66MDH-G11(T),175,1741.9,0.0034511531171940507,
JAH,JAH,127,1733.84,0.0034351841786071143,
HERSHEY,HERSHEY,157,1718.2,0.003404197305220058,
NEO SOLAR,NEO SOLAR,87,1716.46,0.0034007499164928527,
DHM,DHM,136,1699.37,0.003366890219166458,
70073B 600W,2562 - 70073B-600W,338,1687.6,0.0033435708138105976,
SOLPAC,SOLPAC,100,1681.17,0.0033308313255830542,
DHN 72X16 DG 570W,1992 - DHN-72X16/DG-570W,126,1666.22,0.0033012115201395435,
OPUS SOLAR,OPUS SOLAR,310,1656.81,0.0032825678834021905,
HELLIUS,HELLIUS,161,1654.21,0.003277416612890276,
75,75,26,1654.0,0.003277000548733544,
GENERICS SOLAR,GENERICS SOLAR,140,1650.02,0.0032691151423345356,
LOGIN,LOGIN,147,1648.19,0.003265489440397303,
SOLAR TRINA,SOLAR TRINA,190,1646.93,0.003262993055456914,
JKM550M 72HL4 V,JKM550M-72HL4-V,93,1629.4,0.003228261604659273,
SOLAR EDGE,SOLAR EDGE,19,1629.34,0.0032281427291859202,
OSDASOLAR,OSDASOLAR,186,1625.0,0.0032195440699468005,
ASTRO 5,ASTRO 5,19,1618.97,0.003207597084874937,
CSUN POWER,CSUN POWER,282,1613.37,0.0031965020406954274,
JOINING COMERCIO ELETRO ELETRICOS LTDA,JOINING COMERCIO ELETRO-ELETRICOS LTDA,176,1585.64,0.003141561759427966,
INTELBRAZ,INTELBRAZ,158,1578.52,0.0031274552032568765,
TSM,TSM,168,1575.69,0.003121848243430446,
POLI HALF CELL,POLI - HALF CELL,185,1568.17,0.0031069491841036767,
KEHUA,KEHUA,103,1551.58,0.003074080115721881,
J A,J A,153,1545.8,0.003062628445122316,
SOLAREDGE,SOLAREDGE,71,1543.86,0.0030587848048172724,
PHOTO SOLAR,PHOTO SOLAR,171,1528.98,0.003029303687426006,
SS 555 72MDH,SS-555-72MDH,189,1522.17,0.003015811321200567,
LEAPTON CANADIAN,LEAPTON/CANADIAN,32,1522.02,0.0030155141325171877,
GLOBO,Globo,106,1519.14,0.0030098081097962976,
SUN EDISON,Sun Edison,205,1518.37,0.0030082825412216145,
BELNERGY,BELNERGY,71,1517.66,0.0030068758481202845,
TRINA TRINA,TRINA/TRINA,91,1517.34,0.0030062418455957408,
DH SOLAR,DH SOLAR,144,1512.19,0.002996038367466371,
RENEPEV,RENEPEV,187,1500.11,0.0029721047721648587,
GENYX SOLAR COMERCIO LTDA,104 - GENYX SOLAR COMERCIO LTDA,154,1499.92,0.0029717283331659114,
BELENUS DO BRASIL LTDA,302 - BELENUS DO BRASIL LTDA.,189,1499.05,0.0029700046388023084,
CANADIN,CANADIN,47,1496.18,0.0029643184286603104,
ASTROHALO,AstroHalo,131,1491.39,0.002954828203371052,
Q CELL,Q-CELL,151,1491.15,0.0029543527014776446,
TSM DE18M II 510W,TSM-DE18M(II) 510W,21,1490.21,0.002952490319061798,
INKO SOLAR,INKO SOLAR,57,1481.32,0.0029348769364268275,
TAOISTIC SOLAR,TAOISTIC SOLAR,188,1475.92,0.0029241781438251583,
RSM144 9 550M,RSM144-9-550M,195,1466.52,0.0029055543196666966,
ENSOL,ENSOL,235,1455.92,0.0028845529860411978,
TRINA SOLAR TSM DE18M II 510W,TRINA SOLAR| TSM-DE18M(II) 510W,132,1443.09,0.0028591334473227867,
BS585M 144,2464 - BS585M-144,174,1435.6,0.0028442938257326935,
GK 1 72HTBD 585M,GK-1-72HTBD-585M,226,1427.18,0.0028276116343056465,
SOLPLANET AISWEI,Solplanet/Aiswei -,222,1416.28,0.002806015923313388,
RUNDA, RUNDA,90,1396.87,0.002767559707684054,
LONG,LONG,139,1394.93,0.0027637160673790098,
EDGE,EDGE,32,1393.52,0.0027609224937552405,
CONERGY,Conergy ,177,1388.34,0.0027506595778891947,
DHN 66Z16 DG FS 610W,2590 - DHN-66Z16/DG/FS-610W,140,1386.59,0.0027471923765830983,
LP182 199 M 66 NH 585W,LP182*199-M-66-NH-585W,178,1363.17,0.0027007913168180806,
BYD DAH SOLAR,BYD | DAH SOLAR,17,1359.45,0.0026934210374702635,
PROVISORIO,Provisório,4,1350.0,0.0026746981504173423,
JAM72D30 550 MB,JAM72D30-550/MB,14,1342.0,0.002658848087303758,
LOGI SOLAR,LOGI SOLAR,20,1341.07,0.002657005517466804,
RENSOLAR,RENSOLAR,8,1339.26,0.0026534194406873553,
LIPTON,LIPTON,158,1335.3,0.0026455736594461314,
Q CELLS SOLAR,Q.CELLS SOLAR,171,1331.1200000000001,0.0026372920014692837,
SHANHONG,227 - SHANHONG,230,1330.05,0.0026351720555278413,
TRINA TSM,TRINA TSM,80,1326.82,0.002628772592545732,
RIOSOLAR BOSH LTDA,158 - RIOSOLAR BOSH LTDA,166,1313.03,0.002601451046253691,
RENOVIGI COMERCIO DE EQUIPAMENTOS PARA DERACAO DE ENEGIA LTDA,156 - RENOVIGI COMÉRCIO DE EQUIPAMENTOS PARA DERAÇÃO DE ENEGIA LTDA,131,1305.6,0.0025867303001369493,
T SUN POWER,T SUN POWER,100,1299.58,0.0025748031276439775,
BELL ENERGY,BELL ENERGY,174,1298.8,0.002573257746490403,
ALDO SOLAR,ALDO SOLAR,77,1296.08,0.0025678687250317842,
CANADIUM,CANADIUM,78,1289.94,0.0025557038015921085,
TONGWEI SOLAR,TONGWEI SOLAR,150,1287.42,0.0025507110317113295,
SUN ENERGY,SUN ENERGY,76,1281.55,0.0025390810479017367,
ECO ELETRIC COMERCIO INSTALACAO E MANUTECAO DE REDES ELETRICAS LTDA,73 - ECO ELETRIC COMERCIO INSTALAÇÃO E MANUTEÇÃO DE REDES ELÉTRICAS LTDA,152,1267.96,0.0025121557531875356,
INGECON,Ingecon,2,1257.5,0.0024914317956665245,
XXXXXXXXXXX,xxxxxxxxxxx,17,1257.0,0.0024904411667219253,
ERA PRO,ERA PRO,164,1256.34,0.0024891335365150547,
ASTRO SOLAR,ASTRO -SOLAR,47,1256.3,0.0024890542861994865,
YNGLI SOLAR,YNGLI SOLAR,107,1255.04,0.0024865579012590972,
JOLYWOOD,Jolywood ,104,1253.94,0.0024843785175809796,
RAY TECH,145 - RAY TECH,169,1253.38,0.0024832690131630286,
JINCO,JINCO,167,1251.11,0.0024787715577545485,
RSM132 8 650BMDG,1592 - RSM132-8-650BMDG,2,1250.0,0.002476572361497539,
HY M12 132G 700W,2792 - HY-M12/132G 700W,181,1245.05,0.002466765134946009,
YHSUNPRO POWER,YHSUNPRO POWER,155,1242.83,0.002462366742431989,
EACH ENERGY,EACH ENERGY,168,1237.65,0.0024521038265659435,
TWSOLAR,TWSOLAR,190,1219.28,0.0024157081191413755,
50,50,79,1215.31,0.0024078425253212595,
TAOSTIC,TAOSTIC,190,1213.09,0.0024034441328072394,
YNGLI,yngli,152,1211.4,0.002400095806974495,
HARNESUN,HARNESUN,151,1209.12,0.0023955785389871234,
SOLAREDGE TECHNOLOGIES,SolarEdge Technologies,27,1202.37,0.0023822050482350367,
KRIPTON,KRIPTON,55,1201.17,0.0023798275387679996,
ULICASOLAR,ULICASOLAR,157,1199.74,0.002376994339986446,
AAAA,AAAA,155,1199.01,0.0023755480217273316,
JINKOSOLAR HOLDING CO LTD,"JinkoSolar Holding Co., Ltd.",60,1192.38,0.002362412281921949,
RSM132 8 700BHDG,RSM132-8-700BHDG,143,1191.35,0.0023603715862960746,
ECOSOL GDL,ECOSOL GDL,111,1183.56,0.0023449375873392216,
SOFARSOLAR,SOFARSOLAR,93,1176.4,0.002330751780852564,
CANADIAN RISEN,CANADIAN/RISEN,52,1171.77,0.002321578556825577,
DMEG,DMEG,158,1165.96,0.0023100674484893367,
JIMKO SOLAR,JIMKO SOLAR,33,1161.73,0.002301686727618029,
CHINALAND SOLAR ENERGY,CHINALAND SOLAR ENERGY,164,1159.78,0.0022978232747340927,
YHSUNPRO,YHSUNPRO,107,1150.09,0.0022786248857877634,
Q PEAK,Q.PEAK,63,1142.62,0.002263824889355454,
SUTECH,SUTECH,15,1134.2199999999998,0.0022471823230861905,
PHK 36 SERIE 4BB,PHK-36-SERIE-4BB,162,1133.77,0.0022462907570360516,
